,business_id,name,address,state,city,stars,postal_code,latitude,longitude,review_count,attributes,categories,hours,RestaurantsReservations,RestaurantsGoodForGroups,RestaurantsAttire,BusinessAcceptsCreditCards,WiFi,HasTV,RestaurantsTakeOut,Ambience,GoodForKids,GoodForMeal,NoiseLevel,RestaurantsPriceRange2,Alcohol,DogsAllowed,HappyHour,RestaurantsDelivery,WheelchairAccessible,OutdoorSeating,RestaurantsTableService,BusinessParking,BikeParking,BusinessAcceptsBitcoin,Caters,Smoking,CoatCheck,Music,GoodForDancing,BestNights,BYOBCorkage,BYOB,Corkage,DriveThru,ByAppointmentOnly,AgesAllowed,valet,garage,street,lot,validated
109875,bkhamtTG9fEJT0Q6HGeK5Q,Kuramoto,"248 Centre St, Ste 100",TN,Pleasant View,4.0,37146,36.3886799309,-87.0147088019,46,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': None, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{u'breakfast': None, u'brunch': False, u'lunch': True, u'dinner': None, u'latenight': None, u'dessert': False}""}","Restaurants, Japanese, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:0'}",True,True,'casual',True,'free',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': None, 'classy': False, 'casual': True}",True,"{u'breakfast': None, u'brunch': False, u'lunch': True, u'dinner': None, u'latenight': None, u'dessert': False}",u'quiet',2,u'beer_and_wine',,,False,True,True,True,"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,,True,,,,,,,,,,,,False,True,False,False,True
110084,K3ImsdOnY29hfDfABQSZyg,Yokohama Japanese Restaurant,10 Marchwood Rd,PA,Exton,3.5,19341,40.0484176,-75.6371336,36,"{'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Restaurants, Sushi Bars, Japanese","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",True,True,u'casual',True,'no',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',2,u'none',,,False,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,,,,,,,,,,False,False,False,True,False
110153,rX_6d69bZvVK_NsuzQPZkA,Sushi Valley,10509 N Oracle Rd,AZ,Oro Valley,4.0,85737,32.3971893063,-110.9605266848,203,"{'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}""}","Sushi Bars, Restaurants, Food, Chinese","{'Monday': '16:0-20:30', 'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-20:30', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",False,True,u'casual',True,u'no',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",'average',2,u'beer_and_wine',,True,True,,False,,"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,,False,,,,,,,,,,,,False,False,,,False
110159,peN9Gf4wTNsewXbNrjVznQ,Sansui Japanese Restaurant,9983 Manchester Rd,MO,Saint Louis,3.5,63122,38.6044081,-90.3833149,8,"{'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","Japanese, Restaurants","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",True,True,u'casual',True,u'no',True,True,"{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'casual': False}",True,,u'quiet',2,u'full_bar',,,False,,False,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,True,False,False
110228,U4A8ZcnjeO2k4J9LsLS2zQ,Sushi Maki,245B Fries Mill Rd,NJ,Washington Township,4.0,08012,39.725765,-75.0507272,15,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Sushi Bars, Restaurants, Coffee & Tea, Juice Bars & Smoothies, Food, Japanese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}",,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
110256,QS884ZcHmkTaWAmjrXyFlg,Miya Lunch Box and Catering,1705 Chestnut St,PA,Philadelphia,4.0,19103,39.9515577,-75.1690522,5,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False'}","Japanese, Restaurants",,False,False,u'casual',True,,False,True,,False,,u'quiet',2,u'none',,,,,True,,,,,True,,,,,,,,,,,,,,,,
110261,-x2B-rrTqqLMrcnzYuQlpw,Poké Falls,3747 Bruce B Downs Blvd,FL,Wesley Chapel,4.5,33544,28.2117427,-82.3543521,107,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Food, Japanese, Hawaiian, Poke","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",False,,,True,u'free',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'quiet',2,,False,False,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
110268,5srKt6H8Y1Ko80hboucZEg,Sushi Club,7255 Fishers Landing Dr,IN,Fishers,4.5,46038,39.9556000233,-86.043,111,"{'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'OutdoorSeating': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}""}","Sushi Bars, Japanese, Restaurants, Asian Fusion","{'Monday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:0-21:30'}",True,True,u'casual',True,u'free',True,True,"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}",,"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}",,2,u'beer_and_wine',False,False,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,,,,,,,,,,,,False,False,False,True,False
110285,jHP7LKR1LheZy8rcdrOE3Q,Yujo,9431 N Meridian St,IN,Indianapolis,4.5,46260,39.9251094,-86.1560393,184,"{'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False'}","Food, Bubble Tea, Ramen, Restaurants, Japanese","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30'}",False,,,True,u'no',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,,u'average',2,u'none',False,False,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
110298,O6TseVPfbMQ-L9ZKgCx4Ig,Caretta On The Gulf,500 Mandalay Ave,FL,Clearwater Beach,4.0,33767,27.9827063985,-82.8271782644,286,"{'BikeParking': 'False', 'RestaurantsPriceRange2': '3', 'HasTV': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'dressy'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'None', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'None'}","Seafood, Restaurants, American (New), Sushi Bars, Steakhouses","{'Monday': '17:30-22:0', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:0', 'Sunday': '17:30-22:0'}",True,True,'dressy',True,u'free',True,,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",True,"{'dessert': True, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}",u'average',3,u'full_bar',,,,,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",False,,True,,,,,,,,,,,,True,False,False,True,False
110325,aBWQk6KPH-wTNlSVezJH8w,Yoshi Sushi & Thai,"1307 Bell Rd, Ste 109",TN,Antioch,4.0,37013,36.0471839,-86.6746312,77,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}"", 'Alcohol': ""u'beer_and_wine'""}","Sushi Bars, Thai, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '16:0-22:0'}",True,True,'casual',True,'free',True,True,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,2,u'beer_and_wine',,False,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,,,,,,,,,,,,,,False,False,False,True,False
110362,PGbHIcKn0XnGtAW-JXKGcA,Asiana Cuisine,1565 S Virginia St,NV,Reno,4.5,89502,39.5086310122,-119.8055508,38,"{'WheelchairAccessible': 'True', 'WiFi': ""'no'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'HappyHour': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'RestaurantsDelivery': 'True'}","Singaporean, Asian Fusion, Thai, Restaurants, Japanese","{'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-21:0'}",True,True,'casual',True,'no',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'quiet',2,u'beer_and_wine',,True,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,,,,,,,,,,False,False,False,True,False
110417,ncLdL6-__9ewI-sfh8bERQ,Sushi Park,9 Saint Anne Street,AB,St. Albert,4.5,T8N,53.6354136,-113.62508,57,"{'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}""}","Restaurants, Sushi Bars","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-20:30'}",True,True,u'casual',,u'no',True,True,"{'touristy': False, 'hipster': False, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',2,u'beer_and_wine',,,False,,True,True,"{'valet': False, 'garage': False, 'street': True, 'lot': False, 'validated': False}",True,,False,,,,,,,,,,,,False,False,True,False,False
110442,Iq5svbpQv05faAs1i4G-IA,Johnny Chang's,2601 S Broad St,PA,Philadelphia,3.5,19148,39.9179792,-75.1707493,64,"{'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Restaurants, Thai, Japanese, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '13:0-22:0'}",True,True,u'casual',True,u'no',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,,u'average',2,u'none',,,True,,False,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,True,,,,,,,,,,,,False,False,True,False,False
110529,9j-PpiqkVe1kzQDKIHXVTw,Hewa Japanese Restaurant,906 N White Horse Pike,NJ,Stratford,4.0,08084,39.8399749,-75.0135037,30,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True'}","Sushi Bars, Restaurants, Chinese, Japanese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '13:0-21:30'}",True,True,u'casual',True,u'no',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'quiet',2,u'none',,,True,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,False,,,,,,,,,,,,False,False,False,True,False
110661,Tzdq49JjkBZB4uSoYv5Ozg,Ho Ho Chinese Restaurant,2486 W Brandon Blvd,FL,Brandon,3.0,33511,27.9424380539,-82.3235668952,26,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""'average'""}","Chinese, Restaurants, Japanese","{'Monday': '11:30-21:45', 'Wednesday': '11:30-21:45', 'Thursday': '11:30-21:45', 'Friday': '11:30-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-21:45'}",False,True,u'casual',True,u'no',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'average',1,u'beer_and_wine',,,True,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,False,,,,,,,,,,,,False,False,False,False,False
110689,n-3iDdsSLGXrD8PEnvtP-w,Kabuki Sushi & Grill South,5431 Gateway Boulevard,AB,Edmonton,4.0,T6H 2H3,53.4923492,-113.4914494,43,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True'}","Japanese, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",True,True,'casual',,'free',True,True,"{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',2,u'beer_and_wine',,,True,,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
